Date,LogAdjReturn,Jump
2021-10-28,,0
2021-10-29,0.049200590516681464,0
2021-11-01,0.10007363423058555,1
2021-11-02,0.046249956255052245,0
2021-11-03,0.0447137707858699,0
2021-11-04,0.06050497845089094,0
2021-11-05,0.015042651674436682,0
2021-11-08,-0.06946446488971939,0
2021-11-09,0.007886628864902412,0
2021-11-10,-0.035903482951857586,0
2021-11-11,-0.026864974370398132,0
2021-11-12,-0.004101647247082858,0
2021-11-15,0.06301841503241695,0
2021-11-16,0.03414201084291859,0
2021-11-17,0.016563900494741005,0
2021-11-18,0.024731447344490485,0
2021-11-19,-0.034185890753301966,0
2021-11-22,0.029819830983354088,0
2021-11-23,-0.003287204938876929,0
2021-11-24,0.07823200269961081,0
2021-11-26,-0.024659994336321097,0
2021-11-29,0.047168286980821976,0
2021-11-30,-0.018601238331286078,0
2021-12-01,-0.04399227034358834,0
2021-12-02,-0.006814663741644481,0
2021-12-03,0.047769409661496315,0
2021-12-06,-0.06138546059011862,0
2021-12-07,0.04429105390875563,0
2021-12-08,-0.031283012077600196,0
2021-12-09,-0.031979181717570665,0
2021-12-10,0.002038753399204286,0
2021-12-13,-0.041912768048568125,0
2021-12-14,-0.017635392494287697,0
2021-12-15,0.013706792529560119,0
2021-12-16,-0.005097460196124086,0
2021-12-17,-0.01093993752287292,0
2021-12-20,-0.0016680316269259323,0
2021-12-21,0.038321376242615356,0
2021-12-22,0.0030480271241500687,0
2021-12-23,-0.011599956464928833,0
2021-12-27,0.03643710586266062,0
2021-12-28,0.02133327592687773,0
2021-12-29,-0.024463180894104066,0
2021-12-30,0.010756961504852055,0
2021-12-31,0.007415503783861724,0
2022-01-03,0.026729033540567593,0
2022-01-04,-0.015403570244797033,0
2022-01-05,-0.0492848822612833,0
2022-01-06,-0.016766488783076145,0
2022-01-07,-0.024688548900934398,0
2022-01-10,-0.004174674293868432,0
2022-01-11,0.039053381404932835,0
2022-01-12,-0.001449394787643573,0
2022-01-13,-0.04448840400921854,0
2022-01-14,0.004203453123470247,0
2022-01-18,-0.02824757983005513,0
2022-01-19,-0.022163030768555296,0
2022-01-20,-0.0570027162695021,0
2022-01-21,-0.043526603582678555,0
2022-01-24,-0.01593113414802863,0
2022-01-25,-0.07340669472476362,0
2022-01-26,0.015454940035368986,0
2022-01-27,-0.06263555941222032,0
2022-01-28,0.03039884027419359,0
2022-01-31,0.06813910415072288,0
2022-02-01,0.015086276222009335,0
2022-02-02,0.005177198443330961,0
2022-02-03,-0.020263474665340318,0
2022-02-04,0.05385384712014172,0
2022-02-07,0.045428268084282075,0
2022-02-08,0.028226906508188966,0
2022-02-09,0.016807131928146816,0
2022-02-10,0.013764498337450679,0
2022-02-11,-0.07750802249778856,0
2022-02-14,0.018342370131929138,0
2022-02-15,0.012769180288879259,0
2022-02-16,-0.04144900245947587,0
2022-02-17,-0.07817090707292836,0
2022-02-18,0.015406717126597101,0
2022-02-22,-0.0076736493250858795,0
2022-02-23,-0.028373635123534396,0
2022-02-24,0.13353136279112382,1
2022-02-25,0.0398872437321516,0
2022-02-28,0.0636833436408176,0
2022-03-01,-0.04303180812013391,0
2022-03-02,0.02342658918475646,0
2022-03-03,0.04719094973555848,0
2022-03-04,-0.02906758098506577,0
2022-03-07,-0.08418425895212373,0
2022-03-08,0.011583444385060204,0
2022-03-09,0.029847802552328835,0
2022-03-10,0.012475587356097608,0
2022-03-11,-0.007158748538813253,0
2022-03-14,-0.0008556385824924646,0
2022-03-15,0.11898075957395172,1
2022-03-16,0.06573481222851647,0
2022-03-17,0.02321271079836243,0
2022-03-18,0.06552878563324989,0
2022-03-21,-0.05777147370849488,0
2022-03-22,0.019269418189334843,0
2022-03-23,-0.05266203989121859,0
2022-03-24,0.08384383319767581,0
2022-03-25,0.03506418970082987,0
2022-03-28,-0.06597525256002265,0
2022-03-29,0.009829685738598314,0
2022-03-30,-0.10755150212001345,1
2022-03-31,-0.0711053247124186,0
2022-04-01,-0.027283220256975778,0
2022-04-04,0.025198426712642046,0
2022-04-05,-0.06448499800163178,0
2022-04-06,-0.026020548013107176,0
2022-04-07,-0.012556587265162787,0
2022-04-08,-0.025961411987364392,0
2022-04-11,-0.013052838662951574,0
2022-04-12,-0.01397581654487143,0
2022-04-13,0.02848880932229387,0
2022-04-14,-0.05107260333926338,0
2022-04-18,0.01050134808972196,0
2022-04-19,0.004548005976330437,0
2022-04-20,0.005656109397761481,0
2022-04-21,-0.021857711698565273,0
2022-04-22,-0.02529808398617574,0
2022-04-25,0.03828032609782048,0
2022-04-26,-0.06302224377406675,0
2022-04-27,0.042323884584440606,0
2022-04-28,0.04579801209230533,0
2022-04-29,-0.03328940054270087,0
2022-05-02,0.0279105336262625,0
2022-05-03,0.007596142954624672,0
2022-05-04,0.04210574165005461,0
2022-05-05,-0.02835793102938105,0
2022-05-06,0.025877430234940605,0
2022-05-09,-0.07532321773850319,0
2022-05-10,0.008570679454414679,0
2022-05-11,-0.07275221409502657,0
2022-05-12,0.013572617687401367,0
2022-05-13,0.05993790763879442,0
2022-05-16,0.006234043419671633,0
2022-05-17,0.05317479122320581,0
2022-05-18,-0.04212495187882405,0
2022-05-19,0.010007513555492077,0
2022-05-20,0.01409893282065368,0
2022-05-23,-0.008398791028681954,0
2022-05-24,0.017088192991874467,0
2022-05-25,0.05505332986607922,0
2022-05-26,0.014732342352339231,0
2022-05-27,0.010201556738079752,0
2022-05-31,-0.0068453369786566085,0
2022-06-01,-0.02665465884917978,0
2022-06-02,0.025313535146590134,0
